Key,Module,EN,CN,TC,JP,KR,RU,MX,PT,FR,DE,ID,VI,TH,IT
factory.raw_material,factory,Raw Material,原材料,原材料,原料,원자재,Сырье,Materia Prima,Matéria-Prima,Matière Première,Rohstoff,Bahan Mentah,Nguyên liệu thô,วัตถุดิบ,Materia Prima
factory.raw_materials,factory,Raw Materials,原材料,原材料,原材料,원자재,Сырье,Materias Primas,Matérias-Primas,Matières Premières,Rohstoffe,Bahan Mentah,Nguyên liệu thô,วัตถุดิบ,Materie Prime
factory.recipe,factory,Recipe,配方,配方,レシピ,레시피,Рецепт,Receta,Receita,Recette,Rezept,Resep,Công thức,สูตร,Ricetta
factory.redo,factory,Redo,重做,重做,やり直す,다시 실행,Повторить,Rehacer,Refazer,Rétablir,Wiederholen,Ulangi,Làm lại,ทำซ้ำ,Ripeti
factory.requires,factory,Requires,需要,需要,必要,필요,Требует,Requiere,Requer,Nécessite,Benötigt,Memerlukan,Yêu cầu,ต้องการ,Richiede
factory.reset_view,factory,Reset View,重置视图,重置視圖,ビューをリセット,뷰 재설정,Сбросить Вид,Restablecer Vista,Redefinir Visualização,Réinitialiser la Vue,Ansicht zurücksetzen,Reset Tampilan,Đặt lại chế độ xem,รีเซ็ตมุมมอง,Reimposta Vista
factory.rotate,factory,Rotate,旋转,旋轉,回転,회전,Повернуть,Rotar,Girar,Rotation,Drehen,Putar,Xoay,หมุน,Ruota
factory.rotate_building,factory,Rotate Building,旋转建筑,旋轉建築,建物を回転,건물 회전,Повернуть Здание,Rotar Edificio,Girar Construção,Faire Pivoter le Bâtiment,Gebäude drehen,Putar Bangunan,Xoay công trình,หมุนอาคาร,Ruota Edificio
factory.rotate_ccw,factory,Rotate Counter-clockwise,逆时针旋转,逆時針旋轉,反時計回りに回転,반시계방향 회전,Повернуть против часовой,Rotar Antihorario,Girar Anti-horário,Rotation Antihoraire,Gegen Uhrzeigersinn drehen,Putar Berlawanan Jarum Jam,Xoay ngược chiều kim đồng hồ,หมุนทวนเข็มนาฬิกา,Ruota Antiorario
factory.rotate_cw,factory,Rotate Clockwise,顺时针旋转,順時針旋轉,時計回りに回転,시계방향 회전,Повернуть по часовой,Rotar Horario,Girar Horário,Rotation Horaire,Im Uhrzeigersinn drehen,Putar Searah Jarum Jam,Xoay theo chiều kim đồng hồ,หมุนตามเข็มนาฬิกา,Ruota Orario
factory.save_online,factory,Save Online,在线保存,線上儲存,オンライン保存,온라인 저장,Сохранить онлайн,Guardar en línea,Salvar Online,Sauvegarder en Ligne,Online speichern,Simpan Online,Lưu trực tuyến,บันทึกออนไลน์,Salva Online
factory.saved_games,factory,Saved Games,已保存的游戏,已保存的遊戲,保存されたゲーム,저장된 게임,Сохраненные Игры,Partidas Guardadas,Jogos Salvos,Parties Sauvegardées,Gespeicherte Spiele,Game Tersimpan,Game đã lưu,เกมที่บันทึก,Giochi Salvati
factory.select_building,factory,Select a building...,选择建筑,選擇建築...,建物を選択...,건물 선택...,Выберите здание...,Seleccionar edificio...,Selecionar Construção,Sélectionner un Bâtiment,Gebäude auswählen,Pilih Bangunan,Chọn công trình,เลือกอาคาร,Seleziona un edificio...
factory.select_item,factory,Select an item...,选择物品...,選擇物品...,アイテムを選択...,아이템 선택...,Выберите предмет...,Seleccionar artículo...,Selecionar Item,Sélectionner un Objet,Gegenstand auswählen,Pilih Item,Chọn vật phẩm,เลือกไอเทม,Seleziona un oggetto...
factory.select_output,factory,Select Output,选择输出,選擇輸出,出力を選択,출력 선택,Выбрать Выход,Seleccionar Salida,Selecionar Saída,Sélectionner une Sortie,Ausgabe auswählen,Pilih Output,Chọn đầu ra,เลือกเอาต์พุต,Seleziona Output
factory.select_recipe,factory,Select Recipe,选择配方,選擇配方,レシピを選択,레시피 선택,Выбрать Рецепт,Seleccionar Receta,Selecionar Receita,Sélectionner une Recette,Rezept auswählen,Pilih Resep,Chọn công thức,เลือกสูตร,Seleziona Ricetta
factory.set_output,factory,Set Output,设置输出,設定輸出,出力を設定,출력 설정,Установить выход,Establecer Salida,Definir Saída,Définir la Sortie,Ausgabe festlegen,Atur Output,Đặt đầu ra,ตั้งค่าเอาต์พุต,Imposta Output
factory.set_recipe,factory,Set Recipe,设置配方,設定配方,レシピを設定,레시피 설정,Установить рецепт,Establecer Receta,Definir Receita,Définir la Recette,Rezept festlegen,Atur Resep,Đặt công thức,ตั้งค่าสูตร,Imposta Ricetta
factory.settings,factory,Settings,设置,設置,設定,설정,Настройки,Configuración,Configurações,Paramètres,Einstellungen,Pengaturan,Cài đặt,การตั้งค่า,Impostazioni
factory.sim_fast,factory,Fast (2x),快速 (2x),快速 (2x),高速 (2x),빠름 (2x),Быстрая (2x),Rápido (2x),Rápido,Rapide,Schnell,Cepat,Nhanh,เร็ว,Veloce (2x)
factory.sim_faster,factory,Faster (4x),更快 (4x),更快 (4x),超高速 (4x),매우 빠름 (4x),Очень быстрая (4x),Más Rápido (4x),Mais Rápido,Très Rapide,Sehr schnell,Lebih Cepat,Nhanh hơn,เร็วกว่า,Più Veloce (4x)
factory.sim_normal,factory,Normal (1x),正常 (1x),正常 (1x),通常 (1x),보통 (1x),Обычная (1x),Normal (1x),Normal,Normal,Normal,Normal,Bình thường,ปกติ,Normale (1x)
factory.sim_paused,factory,Paused,已暂停,已暫停,一時停止,일시정지,Пауза,Pausado,Pausado,En Pause,Pausiert,Dijeda,Tạm dừng,หยุดชั่วคราว,In Pausa
factory.sim_speed,factory,Speed,速度,速度,速度,속도,Скорость,Velocidad,Velocidade da Simulação,Vitesse de Simulation,Simulationsgeschwindigkeit,Kecepatan Simulasi,Tốc độ mô phỏng,ความเร็วจำลอง,Velocità
factory.start_item,factory,Start Item,启动物品,啟動物品,アイテム開始,아이템 시작,Запуск предмета,Iniciar Objeto,Iniciar Item,Démarrer l'objet,Gegenstand starten,Mulai Item,Bắt đầu vật phẩm,เริ่มต้นไอเท็ม,Avvia Oggetto
factory.start_item_disabled,factory,Start Item Disabled,启动物品已禁用,啟動物品已停用,アイテム開始が無効,아이템 시작 비활성화,Запуск предмета отключен,Iniciar Objeto Desactivado,Iniciar Item Desativado,Démarrer l'objet Désactivé,Gegenstand starten Deaktiviert,Mulai Item Dinonaktifkan,Bắt đầu vật phẩm Đã tắt,เริ่มต้นไอเท็มถูกปิด,Avvia Oggetto Disattivato
factory.start_item_enabled,factory,Start Item (Active),启动物品（已激活）,啟動物品（已啟用）,アイテム開始（有効）,아이템 시작 (활성),Запуск предмета (Активен),Iniciar Objeto (Activo),Iniciar Item (Ativo),Démarrer l'objet (Actif),Gegenstand starten (Aktiv),Mulai Item (Aktif),Bắt đầu vật phẩm (Đang hoạt động),เริ่มต้นไอเท็ม (เปิดใช้งาน),Avvia Oggetto (Attivo)
factory.state_clogged,factory,Output blocked,输出阻塞,輸出阻塞,出力ブロック,출력 차단됨,Выход заблокирован,Salida bloqueada,Entupido,Bloqué,Verstopft,Tersumbat,Tắc nghẽn,อุดตัน,Output bloccato
factory.state_idle,factory,Inactive,未激活,未激活,非アクティブ,비활성,Неактивен,Inactivo,Ocioso,Inactif,Inaktiv,Menganggur,Nhàn rỗi,ว่าง,Inattivo
factory.state_producing,factory,Producing,生产中,生產中,生産中,생산 중,Производство,Produciendo,Produzindo,En Production,Produziert,Memproduksi,Đang sản xuất,กำลังผลิต,In Produzione
factory.state_unlinked,factory,No input connections,无输入连接,無輸入連接,入力接続なし,입력 연결 없음,Нет входных соединений,Sin conexiones de entrada,Desconectado,Non Connecté,Nicht verbunden,Tidak Terhubung,Chưa liên kết,ไม่ได้เชื่อมต่อ,Nessuna connessione input
factory.state_waiting,factory,Waiting for inputs,等待输入,等待輸入,入力待ち,입력 대기 중,Ожидание входов,Esperando entradas,Aguardando,En Attente,Warten,Menunggu,Đang chờ,กำลังรอ,In attesa degli input
factory.status,factory,Status,状态,狀態,ステータス,상태,Статус,Estado,Status,Statut,Status,Status,Trạng thái,สถานะ,Stato
factory.suggestion_add_building,factory,Add a new building with one of these recipes and connect it to the consumers,添加一个带有这些配方之一的新建筑并将其连接到消费者,添加一個帶有這些配方之一的新建築並將其連接到消費者,これらのレシピのいずれかを持つ新しい建物を追加し、消費者に接続します,이 레시피 중 하나를 사용하는 새 건물을 추가하고 소비자에 연결하세요,Добавьте новое здание с одним из этих рецептов и подключите его к потребителям,Agregue un nuevo edificio con una de estas recetas y conéctelo a los consumidores,Sugestão: Adicionar construção,Suggestion : Ajouter un bâtiment,Vorschlag: Gebäude hinzufügen,Saran: Tambah bangunan,Thêm công trình,เพิ่มอาคาร,Aggiungi un nuovo edificio con una di queste ricette e collegalo ai consumatori
